NF-OBJ	"﻿
Sicelo semvumo yemakhono laswelekile
Inchazelo
Tinyatselo lekumele tilandzelwe
Imitsetfo lesebentako
Emazinga ekusebenta nesikhatsi
Tindleko
Emafomu lagcwaliswako
Imininingwane yekutsintsana

Inchazelo

Imvumo yemakhono laswelekile iniketwa bantfu bangaphandle labanemakhono laswelekile nobe ticu leteswelekile. Futsi inganiketwa nelilunga lelidvute lemndeni waloyo muntfu. Ticelo tingafakwa ehhovisi lelincusa laseNingizimu Afrika nobe emishani.

Ngetulu

Tinyatselo lekumele tilandzelwe

Gcwalisa form BI-1738.
Emapasiphothi kumele abe ngulasebentako hhayo lokungahansi kwemalanga langu-30 ngemuva kwekuvasha lokufuna kwentiwa sekuphelelwe sikhatsi.
Ngenisa luhlelo lwakho lwekutatisa lolubanti, lolupheleleve kanye nebufakazi bebacashi bobasebentela.
Bufakazi betindlela tekutfola imali lobetfulwe ngetitatimende tetimali tasebhabge, tiliphi tekuhola, timali lotiniketwa ngulabakugcinile eNingizimu Afrika, umfundzate, tekwelashwa, nobe imali lekhona, lokufaka ekhatsi emakhredithi khadi nobe nobe ema-traveller's cheques ekubonelea tindleko letingabakhona ngesikhatsi uhleti eNingizimu Afrika.
Sitifiketi sekuvakasha, nangabe sidzingeka.
Khokha incwadzi levela kumtimba wembuso wangaphandle nobe weNingizimu Afrika, nobe levela kumtimba lokhona wetemfundvo, temasiko nobe tebhizinisi, lecinisekisa emakhono neticu leteswelekile.
Khombisa lobunye bufakazi bekwesekela emakhono neticu leteswelekile, njengalokushicilelwe nebufakazi.
Cela umcashi wakho lotawumsebentela agcwalise sigaba 13 , , na  ya-form BI-1738.

Ngetulu

Imitsetfo lesebentako



Immigration Act, 2002  

Ngetulu

Emazinga ekusebenta nesikhatsi

Kungatsatsi sikhatsi lesidze lesingemalanga langu-30 kusebenta lesicelo.

Ngetulu

Tindleko

R1 520

Ngetulu

Emafomu lagcwaliswako



, BI-1738 

Ngetulu

Imininingwane yekutsintsana


"
NF-OBJ	"Siyanakekela Siwela lapha Siyasebentela
Tinsita tebantfu
Tinsita tetinhlangano
Tinsita tebantfu bekuhamba
Khetsa lulwimi
Tintfo tekukhetsa kuto
Ngeta kulokutsandzako
Libeke njengelikhasi lekhaya
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Ekhaya
Tinsita tebantfu bekuhamba
Kucasha
Ibhizinisi
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Imitsetfo nemibandzela
"
NF-OBJ	"Sicelo sekumiswa kwemyalelo wekusisa
Siyanakekela Siwela lapha Siyasebentela
Tinsita tebantfu
Tinsita tetinhlangano
Tinsita tebantfu bekuhamba
Khetsa lulwimi
Kubhaliswa kwekusisa
Sicelo sekusiselwa umntfwana
Sicelo sekusiswa kwemntfwana lomnakekelako
Sicelo sekumiswa kwemyalelo wekusisa
Tintfo tekukhetsa kuto
Ngeta kulokutsandzako
Libeke njengelikhasi lekhaya
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Ekhaya
Tinsita tebantfu
Kuba ngumtali
Kusiselwa umntfwana
Sicelo sekumiswa kwemyalelo wekusisa
Khetsa kunye kuloku landzelako:
Ubuyeketwe kwekugcina:
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Imitsetfo nemibandzela
"
NF-NEU	"
Kuntintja linani lemali yesondlo
Inchazelo
Tinyatselo lekumele tilandzelwe
Imitsetfo lesebentako
Emazinga ekusebenta nesikhatsi
Tindleko
Emafomu lagcwaliswako
Imininingwane yekutsintsana

Inchazelo

Ungacela kuntjintja linani lemali yesondlo loyikhokhako, nangabe ayisenetisi nobe awusakhoni kukhokha.

Nangabe ufuna imininingwane leyengetiwe, yani ku-website yeLitiko Letebulungiswa Nekutfutfukiswa Kwemtsetfosisekelo.



Top

Tinyatselo lekumele tilandzelwe

Nangabe ungumuntfu lotfola imali yesondlo:

Faka sicelo enkantolo yamantji lesesifundza lapho kuhlala khona umuntfu lokhokha imali yesondlo.
Gcwalisa lifomu lelifanele bese uyalingenisa, kanye nesitatimende semali lengenako nelucitfomali, kusesebenti lesisebenta ngetesondlo.

Nangabe ungumuntfu lokhokha imali yesondlo kepha awusakhoni kuchubeka ikhiphe imali lencunyiwe:

Faka sicelo sekuchibiyelwa kwemyalelo ehhovisi lamantji esigodzini lapho kuhlala khona lona lotfola lemali yesondlo.
Gcwalisa emafomu lafanele bese uwangenisa kusisebenti lesisebanta ngetesondlo.

Ngenisa sitatimende lesiphelele semali lengenako nelucitfomali, kanye nesitatimende lesichaza kutsi tizatfu tekufaka sicelo, kusisebenti lesisebenta ngetesondlo ngaphandle kwekunaka kutsi ungulotfola lemali yesondlo yini nobe loyo loyibhadalako. Kutawulandzelwa inchubo yinye nanobe kucala kufunwa imali yesondlo.



Top

Imitsetfo lesebentako

Maintenance Act, 1998  and related Regulations 



Top

Emazinga ekusebenta nesikhatsi

Utawuphatfwa ngekulingana, ngebuntfu nangesizotsa nekuhlonipheka.
Sicelo sakho sitawunakwa masinyane futsi ngemphumelelo.
Faka sikhalo longaba naso kunobe ngubani kulabantfu labalandzelako:

Lophenya ngetesondlo
Losebenta ngetesondlo
Umphatsi wenkantolo;
Inhloko Yesifundza: Bulungiswa Nekutfutfukiswa Kwemtsetfosisekelo nobe i-Centre of Service Excellence;
Umklamo Wesondlo Welitiko lavelonkhe Letebulungiswa Nekutfutfukiswa Kwemtsetfosisekelo; nobe Umcondzisi Wetindzaba Tetebulili




Top

Tindleko

Kutawuba netindleko letincane nobe kubete, ngaphandle nangabe liphoyisa lesifundza licela imali lekhokhwa phambilini kute akwati kukhipha umyalelo wesondlo.



Top

Emafomu lagcwaliswako

Form A: Application for Maintenance Order
Form B: Substitution or Discharge of existing Maintenance Order
Form C1: Subpoena in terms of Section  of the Maintenance Act, 1998 (Act No. 99 of
Form C2: Subpoena in terms of Section  of the Maintenance Act, 1998
Form D: Notification to admit Statements by Witnesses
Form E: Maintenance Order in terms of section 16 of the Maintenance Act, 1998
Form F: Notice to make Maintenance Payments on behalf of person against whom Maintenance Order was made
Form G: Consent and Maintenance Order in terms of section 17 read with Section 16 of the Maintenance Act, 1998
Form H: Order by Default and Notice in terms of Section 18 read with Section 16 of the Maintenance Act, 1998
Form I: Application for Variation/Setting Aside of an Order by Default in terms of Section 19  of the Maintenance Act, 1998
Form J: Notice in terms of Section 19 of the Maintenance Act, 1998
Form K: Application for Enforcement of Maintenance or other Order in terms of Section 26 of the Maintenance Act, 1998
Form L: Warrant of execution against Property in terms of Section 27 of the Maintenance Act Form M: Application for Setting Aside of a warrant of Execution in terms of section 27 of the Maintenance Act, 1998
Form N: Application for Suspension, Amendment or Rescission of an Order for the attachment of Emoluments in terms of Section 28 of the Maintenance Act, 1998
Form O: Notices to and by Employer in terms of Section 29 of the Maintenance Act, 1998
Form P: Application for Suspension, Amendment or Rescission of an Order for the attachment of Debts in terms of Section 30 of the Maintenance Act, 1998
Form Q: Complaint of Failure to comply with a Maintenance Order for purposes of Section 31 of the Maintenance Act, 1998



Top

Imininingwane yekutsintsana


"
NF-OBJ	"
Sicelo selayisensi yekushayela yesikhashana
Inchazelo
Tinyatselo lekumele tilandzelwe
Imitsetfo lesebentako
Emazinga ekusebenta nesikhatsi
Tindleko
Emafomu lagcwaliswako
Imininingwane yekutsintsana

Inchazelo

Ilayisensi yekushayela yesikhashana yilayisensi yesikhashana lenikwa bashayeli labafanele, laba:

mele emalayisensi abo eluhlobo lwekhredithi khadi
fake sicelo skuvuselelwa kwelayisensi yemoti
lahlekelwe ngemalayisensi abo ekushayela.

Lelayisensi isebenta kuphela tinyanga letisitfupha futsi iniketwa kunobe ngusiphi sikhungo selayisensi yekushayela.

Ngetulu

Tinyatselo lekumele tilandzelwe

Gcwalisa i-form DL1, Application for a driving licence .
Letsa lemiculu lelandzelako:

matisi nobe ipasipoti
titfombe letimbili tamatisi letinembala lomnyama nalomhlophe.

Kutawentiwa luhlolo lwemehlo ngaphambi kwekuniketwa ilayisensi yekushayela.
Khokha imali lencunyiwe.

Ngetulu

Imitsetfo lesebentako



National Road Traffic Act, 1996  

Ngetulu

Emazinga ekusebenta nesikhatsi

Ilayisensi yekushayela kwesikhashana iniketwa ngaleso sikhatsi.

Ngetulu

Tindleko

"
NF-OBJ	"Sicelo semvumo yekufundza
Siyanakekela Siwela lapha Siyasebentela
Tinsita tebantfu
Tinsita tetinhlangano
Tinsita tebantfu bekuhamba
Khetsa lulwimi
Sicelo semvumo yekufundza
Sicelo semvumo yekuntjintjiselana bafundzi
Tintfo tekukhetsa kuto
Ngeta kulokutsandzako
Libeke njengelikhasi lekhaya
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Ekhaya
Tinsita tebantfu bekuhamba
Kufundza
Sicelo semvumo yekufundza
Sicelo semvumo yekufundza
Inchazelo
Tinyatselo lekumele tilandzelwe
Imitsetfo lesebentako
Emazinga ekusebenta nesikhatsi
Tindleko
Emafomu lagcwaliswako
Imininingwane yekutsintsana
Inchazelo
Imvumo yesicelo sekufundza ngumculu loniketa bantfu bangaphandle lilungelo lekufundza eNingizimu Afriaka. Kufaka ticelo kungentiwa matfupha ehhovisi lelincusa laseNingizimu Afrika nobe emishini.
Ngetulu
Tinyatselo lekumele tilandzelwe
o incwadzi yemtsetfo nobe bufakazi besikhungo semfundvo lephakeme eNingizimu Afrika o imininingwane macondzana nendzawo yekuhlala lelungisiwe o bufakazi betimali letenele kute kukhokhelwe imali yekufundza, yekukunakekela naletinye tindleko o sitifiketi semaphoyisa sekuba msulwa semave lebewuhleti kuwo sikhatsi lesingaba ngetulu kwemnyaka munye. Sitifiketi kumele singeniswe ngetinyanga letilishumi nakubili talesicelo nangabe asitfolakali masinyane o ikhophi yelithikithi lendiza lekubuya nobe siciseko sekubuya eveni lendzabuko ngesimo sediphozithi lelingana netindleko telithikithi nobe lekuhlala nangabe kunesidzingo o incwadzi yadokotela lefakazela kutsi uphilile.
Angeke ungene eNingizimu Afrika sicelo sakho singakemukelwa.
Bafaki beticelo, ticelo tabo letemukelwe banikwa i-visa yekungena kanyenti,lokuphindzaphindziwe.
Labasesebancane kumele bangenise imininingwane yabo yemuntfu waseNingimu Afrika lotawusebenta njengemnakekeli wabo. Lemininingwane kumele ingeniswe nencwadzi, bufakazi bemvumo yekuhlala lokufunwako kubatali bobabili, nobe kumtalimunye lonikwe kunakekela kanye nebufazi bekuba ngumnakekeli.
Ngetulu
Imitsetfo lesebentako
Ngetulu
Emazinga ekusebenta nesikhatsi
Emaviki langu-8.
Ngetulu
Tindleko
Ngetulu
Emafomu lagcwaliswako
Ngetulu
Imininingwane yekutsintsana
Ubuyeketwe kwekugcina:
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Imitsetfo nemibandzela
"
NF-OBJ	"
Sicelo sepasiphoti yemntfwana

Inchazelo
Tinyatselo lekumele tilandzelwe
Imitsetfo lesebentako
Emazinga ekusebenta nesikhatsi
Tindleko
Emafomu lagcwaliswako
Imininingwane yekutsintsana

Inchazelo

Ipasiphoti yemntfwana ngumculu lodzingeka nangabe umntfwana ahamba aya kulelinye live. Ipasiphoti yemntfwana iniketwa umntfwana waseNingizimu Afrka longaphansi kweminyaka lengu-16 budzala. Ivumeleke kutsi angahamba ngayo kuwo onkhe amave ngaphandle nangabe kubekwe ngalenye indlela. Isebenta iminyaka lengu-5 ngemuva kwelusuku lwekukhishwa.

Ngetulu

Tinyatselo lekumele tilandzelwe

Gcwalisa form BI-73 lekufaka sicelo futsi ulingenise ehhovisi lelisedvute leLitiko leTasekhaya. Ngenisa lelifomu ehhovisi lelincusa nobe emishini yaseNingizimu Afrika nangabe ufaka sicelo ukulelinye live.
Ngenisa sitifiketi sekutalwa semntfwana.
Ngenisa titfombe letimbili tepasiphoti tamanje.
Imvumo yebatali bobabili nebanakekeli iyadzingeka ngembi kwekutsi umntfwana aniketwe ipasiphoti.
Khombisa sitifiketi sekufa nangabe lomunye umtali sewashona.
Lapho khona imvumo iniketwa banakekeli, timo tekunakekelwa kwemntfwana kumele ticaciswe.
Ngaphansi kwetimo telikhetselo,  nangabe akukhonakali kutsi umtali anganiketa imvumo efomini lekufaka sicelo,kumele kutfolwe imvumo leyincwadzi lebhaliwe kulomtali longekho.
Nangabe umtali uyala kuniketa imvumo, inkantolo lefanele kumele itsatse sincumo ngaloludzaba. Ikhophi yemyalelo wasenkantolo lefanele kumele uhambisane nelifomu lesicelo sepasiphoti.
Nangabe batali bente sehlukaniso semshado, kudzingeka imvumo yabo bobabili batali ngaphandle nangabe umyalelo wasenkantolo ubeka ngalenye indlela .

Ngetulu

Imitsetfo lesebentako



South African Passport and Travel Documents Act, 1994  

Ngetulu

Emazinga ekusebenta nesikhatsi

Lolusito lutsatsa emaviki lasitfupha kuya kulasiphohlongo.

Ngetulu

Tindleko

R133

Ngetulu

Emafomu lagcwaliswako



Application for a South African passport or travel document, BI-73 



Ngetulu

Imininingwane yekutsintsana


"
NF-OBJ	"Cela kutsi selekelelo setenhlalakanhle sifakwe ku-akhawunti yalozuzako
Siyanakekela Siwela lapha Siyasebentela
Tinsita tebantfu
Tinsita tetinhlangano
Tinsita tebantfu bekuhamba
Khetsa lulwimi
Sicelo seselekelelo setigayigayi temphi
Kufaka sicelo seselekelelo sekunakekelwa
Sicelo seselekelelo sesendlo semntfwana
Sicelo seselekelelo semntfwana welusiso
Sicelo semphesheni yalabadzala
Lusito lwalabasesimeni lesibucayi
Sicelo setiNsita teTenhlalakahle teMave ngemave
Tinsita tekubuyiswa kwesimilo kubantfu labakhubate
Cela kutsi selekelelo setenhlalakanhle sifakwe kua
Sicelo seselekelelo sekukhubateka kwasomphelo nobe
Tinsita tekunakekela bantfu labadzala labangakhoni
Tinsita tekwesekela imindeni
Sicelo sekufakwa eluHlelweni lwekuHlonyiswa kweBah
Sicelo seselekelelo ngelusito
Kwelashwa nekubuyisela similo kulabasebentisa kabi
Sicelo sekwamukelwa ekhaya lalabadzela labaluphele
Telekelelo ngekulandzela luhlelo lweKwabela kaBush
Tinsita tekuCinisekisa Kudla
Kubuyiselelwa timali tetelekelelo tetenhlalakahle
Kufaka kabusha sicelo seselekelelo setenhlalakahle
Kubika kukhwabaniswa kwemali yesondlo yetenhlalaka
Kubeka umuntfu lotawemukela selekelelo egameni lem
Sicelo selusito lwemali ekhaya lebantfwana
Tinsita Tamasipala Letisisekelo Tamahhala
Tintfo tekukhetsa kuto
Ngeta kulokutsandzako
Libeke njengelikhasi lekhaya
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Ekhaya
Tinsita tebantfu
Tinzuzo tetenhlalakahle
Tinzuzo tetenhlalakahle
Cela kutsi selekelelo setenhlalakanhle sifakwe kua
Khetsa kunye kuloku landzelako:
Ubuyeketwe kwekugcina:
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Imitsetfo nemibandzela
"
NF-OBJ	"﻿
Kufaka sicelo semininingwane ngesimo setemphilo yetilwane eNingizimu Afrika
Inchazelo
Tinyatselo lekumele tilandzelwe
Imitsetfo lesebentako
Emazinga ekusebenta nesikhatsi
Tindleko
Emafomu lagcwaliswako
Imininingwane yekutsintsana

Inchazelo

Litiko Letekulima liniketa umniningwane ngesimo setemphilo yetilwane eNingizimu Afrika kuwo onkhe emacele lanenshisekelo.

Ngetulu

Tinyatselo lekumele tilandzelwe

Chumana ne-Directorate Animal Health kulelikheli ngentasi nobe yani ku-website yeLitiko Letekulima.

Ngetulu

Imitsetfo lesebentako



Animal Diseases Act, 1984   with amendments
Animal Health Act, 2002 

Ngetulu

Emazinga ekusebenta nesikhatsi

Lomniningwane utfolakala ngaleso sikhatsi ku-website.

Ngetulu

Tindleko

Lolusito lwamahhala.

Ngetulu

Emafomu lagcwaliswako

Kute emafomu lagcwaliswako.

Ngetulu

Imininingwane yekutsintsana


"
NF-OBJ	"Siyanakekela Siwela lapha Siyasebentela
Tinsita tebantfu
Tinsita tetinhlangano
Tinsita tebantfu bekuhamba
Khetsa lulwimi
Kubeleka
Kuba ngumtali
Imfundvo nelucecesho
Lusha
Budlelwane
Kuphila nekukhubateka
Temisebenti
Tinzuzo tetenhlalakahle
Indzawo yekuhlala
Kwekutfutsa
Temidlalo nekukhibika
Buve
Kubukana nemtsetfo
Kutsatsa umhlalaphasi nekuguga
Kubhalisa kufa
Tintfo tekukhetsa kuto
Ngeta kulokutsandzako
Libeke njengelikhasi lekhaya
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Ekhaya
Tinsita tebantfu
Emapasiphoti
Tinsita tangaphandle
Buve bangaphandle
Macondzana newebhusayithi
Tsintsana natsi
Libalave lelisayithi
Imitsetfo nemibandzela
"
